공고명,회사명,등록일,지원마감일,근무지역,경력,학력,근무형태,"급여(월급,연봉)",직무분야,링크
[Ground] Data Analyst,플렉스(주),수정일 23/09/08,~ 11/07(화),경기 성남시 분당구,경력5년↑,학력무관,정규직,,"머신러닝, 모델링, 데이터엔지니어, 소프트웨어개발 수정일 23/09/08",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46540926&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=cfca907f-9a9d-4565-a439-6964c31e2628
"글로빛논문컨설팅 빅데이터 분석,AI(머신러닝,딥러닝)박사 모집",글로빛(주),등록일 23/08/30,~ 10/29(일),서울 서초구,경력무관,박사,프리랜서,,"대학강사, 교직원, 조사분석 등록일 23/08/30",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46473343&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=cfca907f-9a9d-4565-a439-6964c31e2628
[AI반도체] 딥엑스 NPU SDK(DXNN)개발 Eng'r[전문연구요원 포함],(주)딥엑스,등록일 23/09/14,상시채용,경기 성남시 분당구,경력무관,대졸↑,정규직,,"AI(인공지능), 반도체, NLP(자연어처리), 인터페이스, Python 외 등록일 23/09/14",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46578252&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=cfca907f-9a9d-4565-a439-6964c31e2628
[인텔리전스랩스] 데이터 분석가 (마케팅),(주)넥슨,등록일 23/09/25,채용시,경기 성남시 분당구,경력무관,학력무관,정규직,,"모델링, R, MSSQL, Pandas, Spark 외 등록일 23/09/25",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46650836&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=cfca907f-9a9d-4565-a439-6964c31e2628
클라우드 관제센터 채용,디딤365(주),수정일 23/10/05,채용시,서울 금천구,신입·경력,초대졸↑,정규직,,"머신러닝, 유지보수, AI(인공지능), Windows, Python 외 수정일 23/10/05",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46455379&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=cfca907f-9a9d-4565-a439-6964c31e2628
[신입/경력] JAVA WEB 개발/클라우드/번역PM/챗봇구축 모집,(주)솔트룩스이노베이션,수정일 23/09/04,~ 11/03(금),서울 강남구,신입·경력,대졸↑,정규직,,"머신러닝, Python, 해외영업관리, 리서치, 미들웨어 외 수정일 23/09/04",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46476231&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=cfca907f-9a9d-4565-a439-6964c31e2628
(주)와이즈에이아이 SIP Windows 앱 개발자 모집,(주)와이즈에이아이,등록일 23/09/25,~ 11/24(금),경기 성남시 분당구,경력무관,학력무관,정규직,,"머신러닝, S/W, AI(인공지능), Windows, 백엔드/서버개발 외 등록일 23/09/25",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46647733&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=cfca907f-9a9d-4565-a439-6964c31e2628
AI 연구원,한화비전(주),등록일 23/06/20,상시채용,경기전체,신입·경력,석사↑,정규직,,"머신러닝, AI(인공지능), Python, Pytorch, 모델링 외 등록일 23/06/20",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45969441&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=cfca907f-9a9d-4565-a439-6964c31e2628
[(주)씨이랩] 이미지/영상분석 분야 인공지능 개발자 모집,(주)씨이랩,등록일 23/09/12,내일마감,서울 강남구,경력1년↑,대졸↑,정규직,,"머신러닝, Redis, SQL, Python, Pytorch 외 등록일 23/09/12",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46565438&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=cfca907f-9a9d-4565-a439-6964c31e2628
앱개발자 (Android / iOS),주니웰,등록일 23/08/18,상시채용,서울 금천구,경력3년↑,학력무관,정규직·기간제,,"머신러닝, 풀스택, AI(인공지능), 헬스케어, NLP(자연어처리) 외 등록일 23/08/18",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46387437&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=cfca907f-9a9d-4565-a439-6964c31e2628
Security Engineer - 차량 보안 Backend 개발,포티투닷(주),수정일 23/03/24,상시채용,서울전체,경력 5~15년,학력무관,정규직,,"머신러닝, PostgreSQL, Python, MongoDB, Java 외 수정일 23/03/24",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45292617&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=cfca907f-9a9d-4565-a439-6964c31e2628
하반기 R&D 대규모 채용 (데이터분석/사이언티스트),(주)반프,등록일 23/09/11,채용시,서울 강남구,경력무관,대졸↑,정규직,,"머신러닝, Android, Python, Pytorch, 알고리즘 외 등록일 23/09/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46548178&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=cfca907f-9a9d-4565-a439-6964c31e2628
데브옵스(DevOps) 경력 개발자 채용,(주)에이아이포블록체인,수정일 23/09/13,~ 10/31(화),경기 의왕시,경력5년↑,대졸↑,정규직,,"머신러닝, DevOps, AWS, 클라우드, 블록체인 외 수정일 23/09/13",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46569665&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=cfca907f-9a9d-4565-a439-6964c31e2628
[(주)시큐다임] 2023년 보안기술본부 네트워크보안엔지니어 모집,(주)시큐다임,등록일 23/09/11,오늘마감,서울 강남구,경력무관,학력무관,정규직,,"머신러닝, SE(시스템엔지니어), 유지보수, Linux, 네트워크 외 등록일 23/09/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46554758&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=cfca907f-9a9d-4565-a439-6964c31e2628
데이터분석 플랫폼 솔루션 엔지니어 채용,쿤텍(주),수정일 23/09/11,~ 10/28(토),경기 성남시 수정구,경력 3~15년,학력무관,정규직,,"R, S/W, AWS, Tensorflow, 클라우드 외 수정일 23/09/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46459850&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=cfca907f-9a9d-4565-a439-6964c31e2628
[토스플레이스] Data Engineer,(주)비바리퍼블리카,등록일 23/09/05,채용시,서울 강남구,경력,학력무관,정규직,,"머신러닝, 메타버스, Python, 모델링, 모의해킹 외 등록일 23/09/05",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46512866&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=cfca907f-9a9d-4565-a439-6964c31e2628
AI / 빅데이터 연구팀 신입 채용,(주)시즌,수정일 23/09/20,상시채용,세종특별자치시,경력무관,대졸↑,정규직,,"머신러닝, 알고리즘, R, Pandas, Tensorflow 외 수정일 23/09/20",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46524362&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=cfca907f-9a9d-4565-a439-6964c31e2628
[TEXTNET] AI 데이터 기반 NLP 모델러 모집,(주)스피링크,등록일 23/09/25,~ 10/31(화),서울 용산구,경력3년↑,대졸↑,정규직,,"머신러닝, AI(인공지능), NLP(자연어처리), NLU(자연어이해), Python 외 등록일 23/09/25",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46652020&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=cfca907f-9a9d-4565-a439-6964c31e2628
인공지능 연구개발 경력 채용,(주)카이어,수정일 23/09/14,~ 10/13(금),서울 서초구,경력,석사↑,정규직,,"AI(인공지능), Python, Pytorch, 알고리즘, Tensorflow 외 수정일 23/09/14",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46579595&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=cfca907f-9a9d-4565-a439-6964c31e2628
JAVA 백엔드 개발자(차장급),(주)아파트아이,등록일 23/10/11,상시채용,서울전체,경력 8~14년,초대졸↑,정규직,,"머신러닝, Redis, Spring, SpringBoot, SQL 외 등록일 23/10/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46737575&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=cfca907f-9a9d-4565-a439-6964c31e2628
AI NLP 엔지니어,(주)웨이커,수정일 23/10/08,~ 12/07(목),서울 강남구,경력5년↑,대졸↑,정규직,,"머신러닝, 아키텍쳐, PostgreSQL, 핀테크, 신경망 외 수정일 23/10/08",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46716516&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=cfca907f-9a9d-4565-a439-6964c31e2628
[인텔리전스랩스] 개인화콘텐츠팀 프론트엔드 개발자,(주)넥슨,등록일 23/09/06,채용시,경기 성남시 분당구,경력3년↑,학력무관,정규직,,"React, 프론트엔드, API, 게임 등록일 23/09/06",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46525817&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=cfca907f-9a9d-4565-a439-6964c31e2628
[클루커스] DBA 모집,(주)클루커스,수정일 23/09/11,상시채용,서울 강남구,경력2년↑,학력무관,정규직,,"머신러닝, PostgreSQL, ETL, SQL, MariaDB 외 수정일 23/09/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46550171&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=cfca907f-9a9d-4565-a439-6964c31e2628
[주4.5일] AI 개발자 모십니다.,(주)유비씨,등록일 23/09/05,~ 11/04(토),경력 3~20년,대졸↑,정규직,,,"메타버스, Python, Pytorch, Keras, 알고리즘 외 등록일 23/09/05",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46511720&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=cfca907f-9a9d-4565-a439-6964c31e2628
AI/ML Research Engineer 채용(서울),(주)메쥬,등록일 23/08/13,상시채용,서울 강남구,경력무관,대졸↑,정규직,,"AI(인공지능), 알고리즘개발, 의료기기 등록일 23/08/13",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46347904&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=cfca907f-9a9d-4565-a439-6964c31e2628
데이터 사이언티스트 모집,(주)더블미디어,등록일 23/08/08,상시채용,서울 강남구,경력 2~10년,학력무관,정규직,,"머신러닝, SQL, Python, RDBMS, SE(시스템엔지니어) 외 등록일 23/08/08",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46315366&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=cfca907f-9a9d-4565-a439-6964c31e2628
[ LB유세스 ] IT팀 정규직 - 콜인프라 담당자 채용,LB유세스(주),등록일 23/10/10,~ 11/19(일),서울 구로구,경력무관,대졸↑,정규직,,"머신러닝, 웹마스터, 유지보수, 메타버스, 모델링 외 등록일 23/10/10",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46720181&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=cfca907f-9a9d-4565-a439-6964c31e2628
인공지능 연구개발 담당자 모집 신입/경력 채용,이모션웨이브(주),등록일 23/09/26,채용시,서울 강남구,경력무관,대졸↑,정규직·프리랜서,,"머신러닝, 모델링, 알고리즘, Tensorflow, 빅데이터 외 등록일 23/09/26",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46660626&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=cfca907f-9a9d-4565-a439-6964c31e2628
[티사이언티픽] JAVA 개발자 경력직 채용(팀원급),(주)티사이언티픽,수정일 23/10/06,오늘마감,서울 동작구,경력 4~19년,대졸↑,정규직,,"유지보수, 풀스택, SQL, Python, RDBMS 외 수정일 23/10/06",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46588843&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=cfca907f-9a9d-4565-a439-6964c31e2628
AI 개발자 경력사원 채용,(주)비지언스,등록일 23/10/04,~ 12/03(일),서울 금천구,경력1년↑,학력무관,정규직·계약직,"3,600 만원","AI(인공지능), AI(인공지능), 웹에이전시 등록일 23/10/04",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46688779&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=cfca907f-9a9d-4565-a439-6964c31e2628
인공지능 Machine Vision 소프트웨어 개발 엔지니어,뉴런어웨어,등록일 23/10/04,상시채용,서울 강남구,경력 2~8년,대졸↑,정규직,,"머신러닝, AI(인공지능), SQL, .NET, Python 외 등록일 23/10/04",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46678264&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=dee235e0-afdd-42b6-b034-7f88d0ba574c
"[정규직/MDS테크] 비전, 영상처리 프로그램 개발",(주)엠디에스테크,등록일 23/08/31,~ 10/30(월),경기 성남시 분당구,경력3년↑,대졸↑,정규직,,"머신러닝, 영상처리, Git, VisualC·C++, C# 외 등록일 23/08/31",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46475010&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=dee235e0-afdd-42b6-b034-7f88d0ba574c
"[풀스택개발자] 안드로이드, IOS 개발자 모집(신입), Flutter",주식회사 데브스토리즈,등록일 23/10/10,~ 11/09(목),서울 금천구,경력무관,학력무관,정규직·계약직,,"머신러닝, Flutter, IoT, iOS, AI(인공지능) 외 등록일 23/10/10",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46731587&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=dee235e0-afdd-42b6-b034-7f88d0ba574c
[Project Skyline] PC/Mobile 컨텐츠 프로그래머 모집,(주)엔씨소프트,수정일 23/09/22,~ 11/17(금),경기 성남시 분당구,경력3년↑,대졸↑,정규직,,"머신러닝, 알고리즘, C#, Jenkins, C++ 외 수정일 23/09/22",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46635463&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=dee235e0-afdd-42b6-b034-7f88d0ba574c
사이버 위협 분석가 (Cyber Threat Analyst) (판교),(주)에스투더블유,등록일 23/10/10,상시채용,경기전체,신입·경력,대졸↑,정규직,,"머신러닝, SQL, Python, MongoDB, R 외 등록일 23/10/10",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46727168&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=dee235e0-afdd-42b6-b034-7f88d0ba574c
[KT NexR] 백엔드 개발자 채용,(주)케이티넥스알,등록일 23/06/28,상시채용,서울전체,경력 8~15년,대졸↑,정규직,,"머신러닝, Spring, SpringBoot, Kafka, API 외 등록일 23/06/28",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46025140&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=dee235e0-afdd-42b6-b034-7f88d0ba574c
[리빌더AI] 백엔드 개발자(MLOps),(주)리빌더에이아이,등록일 23/10/10,상시채용,서울 서초구,경력 3~10년,대졸↑,정규직,,"머신러닝, AI(인공지능), Python, Pytorch, Keras 외 등록일 23/10/10",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46719414&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=dee235e0-afdd-42b6-b034-7f88d0ba574c
[휴머스온] TMA 백엔드 개발 포지션 인재 채용,(주)휴머스온,수정일 23/06/21,상시채용,서울 강남구,경력 4~8년,대졸↑,정규직,,"머신러닝, Spring, SpringBoot, SaaS, Kafka 외 수정일 23/06/21",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45978193&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=dee235e0-afdd-42b6-b034-7f88d0ba574c
Data Engineer,디플래닉스(주),등록일 23/08/09,상시채용,서울 서초구,경력 3~8년,학력무관,정규직,,"머신러닝, SQL, Python, API, Apache 외 등록일 23/08/09",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46323332&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=dee235e0-afdd-42b6-b034-7f88d0ba574c
[전문연구요원] 비전 영상처리 개발자 모집,라온피플(주),수정일 23/10/04,~ 10/31(화),경기 성남시 분당구,경력무관,학력무관,정규직·전문연구요원,,"머신러닝, 알고리즘, 컴퓨터비전, 영상처리, 이미지프로세싱 외 수정일 23/10/04",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46677705&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=dee235e0-afdd-42b6-b034-7f88d0ba574c
[MDS인텔리전스] AI & Computer Vision 개발자 채용,(주)엠디에스인텔리전스,등록일 23/10/04,~ 11/03(금),경기 성남시 분당구,경력2년↑,대졸↑,정규직,,"머신러닝, 컴퓨터비전, 알고리즘, 영상처리, 딥러닝 외 등록일 23/10/04",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46678890&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=dee235e0-afdd-42b6-b034-7f88d0ba574c
Software Engineer (Route Data Intelligence),포티투닷(주),등록일 23/08/29,상시채용,서울 강남구,경력 7~20년,대졸↑,정규직,,"머신러닝, S/W, Python, GIS, 알고리즘 외 등록일 23/08/29",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46463770&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=dee235e0-afdd-42b6-b034-7f88d0ba574c
AI R&D Engineer 채용,(주)코니스트,수정일 23/09/26,~ 10/26(목),서울 마포구,신입·경력,대졸↑,정규직,,"머신러닝, AI(인공지능), OpenCV, Python, Pytorch 외 수정일 23/09/26",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46651673&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=dee235e0-afdd-42b6-b034-7f88d0ba574c
"웹개발 신입/경력직 PHP, JAVA개발자 모집 (출산휴가대체인력)",주식회사 위피엔피,수정일 23/10/03,~ 10/31(화),대전 유성구,신입·경력,대졸↑,정규직·기간제,,"머신러닝, 유지보수, 풀스택, React, DevOps 외 수정일 23/10/03",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46485239&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=dee235e0-afdd-42b6-b034-7f88d0ba574c
[송파/구로] 시스템 엔지니어(SE) 경력자 모집(VDI/HPC/GPU),(주)에오스와이텍,수정일 23/10/10,~ 11/03(금),서울 송파구,경력1년↑,학력무관,정규직,,"머신러닝, 유지보수, SE(시스템엔지니어), Linux, 인프라 외 수정일 23/10/10",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46683412&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=dee235e0-afdd-42b6-b034-7f88d0ba574c
Software Engineer,(주)크립토랩,수정일 23/06/27,상시채용,서울 관악구,경력 2~8년,대졸↑,정규직,,"머신러닝, 알고리즘, 음성인식, 블록체인, 이미지프로세싱 외 수정일 23/06/27",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45984325&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=dee235e0-afdd-42b6-b034-7f88d0ba574c
[리빌더AI] AI 엔지니어 모집,(주)리빌더에이아이,수정일 23/09/26,상시채용,서울 서초구,신입·경력,석사↑,정규직,,"머신러닝, AI(인공지능), Python, Pytorch, Keras 외 수정일 23/09/26",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46624125&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=dee235e0-afdd-42b6-b034-7f88d0ba574c
IT 컨설팅 경력 채용,한화시스템(주),등록일 23/10/06,~ 10/19(목),서울 영등포구,경력,학력무관,정규직·계약직,,"서비스기획, S/W, IoT, 기획, ICT컨설팅 외 등록일 23/10/06",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46709119&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=dee235e0-afdd-42b6-b034-7f88d0ba574c
㈜젬백스링크 & ㈜젬백스링크아이 IT사업부 및 해외패션사업부 각 담당자 채용,(주)젬백스링크,수정일 23/10/10,~ 10/31(화),서울 영등포구,신입·경력,초대졸↑,정규직,,"머신러닝, 유통MD, 옥외광고, 언론홍보, 시장조사 외 수정일 23/10/10",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46700437&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=dee235e0-afdd-42b6-b034-7f88d0ba574c
"IoT, 제어, 빅데이타 및 C# 기반 어플리케이션 개발자 채용",마린웍스(주),등록일 23/10/05,상시채용,서울 종로구,경력무관,대졸↑,정규직,,"머신러닝, AI(인공지능), Windows, 인터페이스, SQL 외 등록일 23/10/05",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46695418&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=dee235e0-afdd-42b6-b034-7f88d0ba574c
(주)필드큐어 병역특례 전문연구요원 소프트웨어 엔지니어,(주)필드큐어,등록일 23/10/10,~ 12/09(토),서울 성북구,경력무관,석사↑,정규직,,"머신러닝, MFC, 유지보수, 알고리즘, S/W 외 등록일 23/10/10",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46723761&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=dee235e0-afdd-42b6-b034-7f88d0ba574c
인공지능 교통 시스템 소프트웨어 개발자 모집,주식회사 몹티콘,등록일 23/09/14,~ 10/13(금),서울 구로구,경력무관,대졸↑,정규직,,"머신러닝, 컴퓨터비전, 알고리즘, S/W, Linux 외 등록일 23/09/14",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46582290&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=dee235e0-afdd-42b6-b034-7f88d0ba574c
백엔드 개발자(경력/3년 이상) 채용,몬드리안에이아이(주),수정일 23/09/26,채용시,인천 연수구,경력3년↑,학력무관,정규직·전문연구요원,,"머신러닝, 풀스택, Spring, PostgreSQL, SQL 외 수정일 23/09/26",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46454721&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=dee235e0-afdd-42b6-b034-7f88d0ba574c
함께 성장할 빅데이터분석 지원자를 모십니다.,포체인스(주),등록일 23/09/11,상시채용,경기 고양시 일산서구,경력무관,대졸↑,정규직,,"알고리즘, 빅데이터, 데이터마이닝, R&D, 정보보안 외 등록일 23/09/11",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46551416&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=dee235e0-afdd-42b6-b034-7f88d0ba574c
[클루커스 부산캠퍼스] BI Engineer 모집,(주)클루커스 부산캠퍼스,수정일 23/09/27,상시채용,부산 해운대구,경력2년↑,학력무관,정규직,,"머신러닝, 아키텍쳐, AI(인공지능), ETL, SQL 외 수정일 23/09/27",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46512196&location=ts&searchword=%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=dee235e0-afdd-42b6-b034-7f88d0ba574c
